CASEID	SETID	CHOICE15	Alternative	FSG	FSO	TT	CHOICE01				
1422	120	5	4	0.347	0.431	7.24	0				
1422	120	5	5	3.708	6.001	1.73	1				
1432	121	5	1	1.622	7.598	7.4	0				
1432	121	5	2	0.629	0.779	11.2	0				
1432	121	5	3	1.044	4.743	11.2	0				
1432	121	5	4	0.575	0.104	20	0				
1432	121	5	5	0.834	1.25	11.2	1				
1432	122	3	1	0.834	1.25	3.93	0				
1432	122	3	2	0.629	0.779	3.93	0				
1432	122	3	3	4.16	19.515	12.9	1				
1432	122	3	4	1.044	4.743	3.93	0				
1432	122	3	5	0.575	0.104	7.62	0				
1435	123	2	1	1.548	12.008	0	0				
1435	123	2	2	1.028	4.333	0	1				
1435	123	2	3	1.491	0.69	8.88	0				
1435	123	2	4	2.932	2.181	14.12	0				
1435	123	2	5	0.629	0.779	11.2	0				
1436	124	1	1	1.028	4.333	2.65	1				
1436	124	1	2	0.081	0.491	0	0				
1436	124	1	3	1.491	0.69	0	0				
1436	124	1	4	1.548	12.008	2.65	0				
1436	124	1	5	1.556	0.434	5.11	0				
1449	125	3	1	1.491	0.69	2.65	0				
1449	125	3	2	1.548	12.008	0	0				
1449	125	3	3	1.028	4.333	0	1				
1449	125	3	4	2.932	2.181	4.07	0				
1449	125	3	5	1.556	0.434	5.11	0				
1449	126	1	1	1.124	2.413	4.82	1				
1449	126	1	2	1.028	4.333	0	0				
1449	126	1	3	1.548	12.008	0	0				
1449	126	1	4	1.491	0.69	2.65	0				
1449	126	1	5	2.932	2.181	4.07	0				
1453	127	1	1	0.834	1.25	0	1				
1453	127	1	2	0.629	0.779	0	0				
1453	127	1	3	1.044	4.743	0	0				
1453	127	1	4	1.622	7.598	7.08	0				
1453	127	1	5	1.817	1.498	8.82	0				
1453	128	2	1	0.629	0.779	0	0				
1453	128	2	2	0.834	1.25	0	1				
1453	128	2	3	1.044	4.743	0	0				
1453	128	2	4	1.622	7.598	7.08	0				
1453	128	2	5	1.817	1.498	8.82	0				
1455	129	5	1	1.622	7.598	7.08	0				
1455	129	5	2	0.629	0.779	0	0				
1455	129	5	3	0.834	1.25	0	0				
1455	129	5	4	1.044	4.743	0	0				
1455	129	5	5	0.898	56.296	11.09	1				
1455	130	2	1	0.629	0.779	0	0				
1455	130	2	2	0.898	56.296	11.09	1				
1455	130	2	3	0.834	1.25	0	0				
1455	130	2	4	1.044	4.743	0	0				
1455	130	2	5	1.622	7.598	7.08	0				
1455	131	3	1	1.044	4.743	0	0				
1455	131	3	2	0.629	0.779	0	0				
1455	131	3	3	0.834	1.25	0	1				
1455	131	3	4	1.622	7.598	7.08	0				
1455	131	3	5	1.817	1.498	8.82	0				
1455	132	5	1	1.817	1.498	8.82	0				
1455	132	5	2	0.629	0.779	0	0				
1455	132	5	3	1.044	4.743	0	0				
1455	132	5	4	1.622	7.598	7.08	0				
1455	132	5	5	0.834	1.25	0	1				
1466	133	3	1	1.044	4.743	0	0				
1466	133	3	2	0.629	0.779	0	0				
1466	133	3	3	0.834	1.25	0	1				
1466	133	3	4	1.622	7.598	7.08	0				
1466	133	3	5	1.817	1.498	8.82	0				
1466	134	5	1	1.817	1.498	8.82	0				
1466	134	5	2	0.629	0.779	0	0				
1466	134	5	3	1.044	4.743	0	0				
1466	134	5	4	1.622	7.598	7.08	0				
1466	134	5	5	0.834	1.25	0	1				
1469	135	5	1	1.817	1.498	29.96	0				
1469	135	5	2	0.629	0.779	0	0				
1469	135	5	3	1.044	4.743	0	0				
1469	135	5	4	1.622	7.598	23.92	0				
1469	135	5	5	0.834	1.25	0	1				
1469	136	4	1	1.622	7.598	23.92	0				
1469	136	4	2	0.629	0.779	0	0				
1469	136	4	3	1.044	4.743	0	0				
1469	136	4	4	0.834	1.25	0	1				
1469	136	4	5	1.817	1.498	29.96	0				
1470	137	3	1	1.044	4.743	0	0				
1470	137	3	2	0.834	1.25	0	0				
1470	137	3	3	0.629	0.779	0	1				
1470	137	3	4	1.622	7.598	23.92	0				
1470	137	3	5	1.817	1.498	29.96	0				
1470	138	3	1	1.044	4.743	0	0				
1470	138	3	2	0.834	1.25	0	0				
1470	138	3	3	0.629	0.779	0	1				
1470	138	3	4	1.622	7.598	23.92	0				
1470	138	3	5	1.817	1.498	29.96	0				
1471	139	4	1	1.044	4.743	0	0				
1471	139	4	2	0.629	0.779	0	0				
1471	139	4	3	0.834	1.25	0	0				
1471	139	4	4	0.898	56.296	11.09	1				
1471	139	4	5	1.622	7.598	7.08	0				
1471	140	3	1	0.834	1.25	0	0				
1471	140	3	2	0.629	0.779	0	0				
1471	140	3	3	0.898	56.296	11.09	1				
1471	140	3	4	1.044	4.743	0	0				
1471	140	3	5	1.622	7.598	7.08	0				
1472	141	4	1	1.622	7.598	7.08	0				
1472	141	4	2	0.629	0.779	0	0				
1472	141	4	3	1.044	4.743	0	0				
1472	141	4	4	0.834	1.25	0	1				
1472	141	4	5	1.817	1.498	8.82	0				
1472	142	2	1	0.629	0.779	0	0				
1472	142	2	2	0.834	1.25	0	1				
1472	142	2	3	1.044	4.743	0	0				
1472	142	2	4	1.622	7.598	7.08	0				
1472	142	2	5	1.817	1.498	8.82	0				
1475	143	1	1	4.054	2.456	14.66	1				
1475	143	1	2	0.646	0.194	3.97	0				
1475	143	1	3	2.274	8.347	3.97	0				
1475	143	1	4	1.76	14.651	3.97	0				
1475	143	1	5	1.813	2.566	6.89	0				
1475	144	2	1	0.646	0.194	3.97	0				
1475	144	2	2	4.054	2.456	14.66	1				
1475	144	2	3	2.274	8.347	3.97	0				
1475	144	2	4	1.76	14.651	3.97	0				
1475	144	2	5	1.813	2.566	6.89	0				
1478	145	1	1	2.725	3.107	4.25	1				
1478	145	1	2	0.946	0.236	0	0				
1478	145	1	3	0.063	1.05	6.51	0				
1478	145	1	4	0	5.333	6.51	0				
1478	145	1	5	0.646	0.194	3.97	0				
1479	146	4	1	0	5.333	4.88	0				
1479	146	4	2	0.854	0.263	0	0				
1479	146	4	3	0.063	1.05	4.88	0				
1479	146	4	4	2.725	3.107	5.49	1				
1479	146	4	5	3.61	5.189	6.31	0				
1483	147	3	1	1.184	0.228	11.88	0				
1483	147	3	2	3.153	6.816	9	0				
1483	147	3	3	1.73	15.564	9	1				
1483	147	3	4	0.526	3.918	15.28	0				
1483	147	3	5	0.946	0.236	0	0				
1483	148	3	1	1.184	0.228	11.88	0				
1483	148	3	2	3.153	6.816	9	0				
1483	148	3	3	1.73	15.564	9	1				
1483	148	3	4	0.526	3.918	15.28	0				
1483	148	3	5	1.188	3.2	24.92	0				
1483	149	2	1	1.73	15.564	9	0				
1483	149	2	2	3.153	6.816	9	1				
1483	149	2	3	1.184	0.228	11.88	0				
1483	149	2	4	0.526	3.918	15.28	0				
1483	149	2	5	1.188	3.2	24.92	0				
1483	150	5	1	1.188	3.2	24.92	0				
1483	150	5	2	1.73	15.564	9	0				
1483	150	5	3	1.184	0.228	11.88	0				
1483	150	5	4	0.526	3.918	15.28	0				
1483	150	5	5	3.153	6.816	9	1				
1487	151	2	1	1.73	15.564	2.9	0				
1487	151	2	2	3.153	6.816	2.9	1				
1487	151	2	3	1.184	0.228	3.99	0				
1487	151	2	4	0.526	3.918	5.05	0				
1487	151	2	5	1.188	3.2	8.59	0				
1487	152	5	1	1.188	3.2	8.59	0				
1487	152	5	2	1.73	15.564	2.9	0				
1487	152	5	3	1.184	0.228	3.99	0				
1487	152	5	4	0.526	3.918	5.05	0				
1487	152	5	5	3.153	6.816	2.9	1				
1492	153	4	1	2.701	4.208	14	0				
1492	153	4	2	0.417	0	0	0				
1492	153	4	3	3.4	17.619	0	0				
1492	153	4	4	4.409	19.541	0	1				
1492	153	4	5	1.668	10.866	14	0				
1493	154	1	1	7.024	12.895	6.72	1				
1493	154	1	2	0.106	0.327	6.72	0				
1493	154	1	3	2.469	17.977	10.04	0				
1493	154	1	4	2.705	89.841	12.08	0				
1493	154	1	5	20.452	83.361	12.08	0				
1496	155	1	1	1.239	12.395	7.31	1				
1496	155	1	2	1.504	0.198	0	0				
1496	155	1	3	0.671	1.492	5.07	0				
1496	155	1	4	0.527	0.106	7.31	0				
1496	155	1	5	2.477	10.492	7.31	0				
1497	156	5	1	0.671	1.492	16	0				
1497	156	5	2	0.106	0.327	6.72	0				
1497	156	5	3	7.024	12.895	6.72	0				
1497	156	5	4	2.469	17.977	10.04	0				
1497	156	5	5	0.843	0.153	9.8	1				
1497	157	2	1	0.106	0.327	6.72	0				
1497	157	2	2	7.024	12.895	6.72	1				
1497	157	2	3	2.469	17.977	10.04	0				
1497	157	2	4	2.705	89.841	12.08	0				
1497	157	2	5	20.452	83.361	12.08	0				
1498	158	4	1	1.556	0.434	18.96	0				
1498	158	4	2	2.932	2.181	8.76	0				
1498	158	4	3	1.028	4.333	19.76	0				
1498	158	4	4	2.109	1.759	0	1				
1498	158	4	5	2.469	17.977	10.04	0				
1505	159	5	1	1.817	1.498	29.96	0				
1505	159	5	2	0.629	0.779	0	0				
1505	159	5	3	1.044	4.743	0	0				
1505	159	5	4	1.622	7.598	23.92	0				
1505	159	5	5	0.834	1.25	0	1				
1505	160	2	1	0.629	0.779	0	0				
1505	160	2	2	0.834	1.25	0	1				
1505	160	2	3	1.044	4.743	0	0				
1505	160	2	4	1.622	7.598	23.92	0				
1505	160	2	5	1.817	1.498	29.96	0				
1506	161	1	1	0.834	1.25	0	1				
1506	161	1	2	0.629	0.779	0	0				
1506	161	1	3	1.044	4.743	0	0				
1506	161	1	4	1.622	7.598	23.92	0				
1506	161	1	5	1.817	1.498	29.96	0				
1506	162	5	1	1.817	1.498	29.96	0				
1506	162	5	2	0.629	0.779	0	0				
1506	162	5	3	1.044	4.743	0	0				
1506	162	5	4	1.622	7.598	23.92	0				
1506	162	5	5	0.834	1.25	0	1				
1512	163	4	1	1.314	6.22	2.49	0				
1512	163	4	2	0.898	56.296	0	0				
1512	163	4	3	6.617	95.932	0	0				
1512	163	4	4	2.725	3.107	9.76	1				
1512	163	4	5	0.946	0.236	4.25	0				
1512	164	1	1	4.358	16.2	11.09	1				
1512	164	1	2	0.898	56.296	0	0				
1512	164	1	3	6.617	95.932	0	0				
1512	164	1	4	1.314	6.22	2.49	0				
1512	164	1	5	0.063	1.05	3.35	0				
1517	165	4	1	0	5.333	4.88	0				
1517	165	4	2	0.854	0.263	0	0				
1517	165	4	3	0.063	1.05	4.88	0				
1517	165	4	4	2.725	3.107	5.49	1				
1517	165	4	5	3.61	5.189	6.31	0				
1518	166	1	1	4.054	2.456	0	1				
1518	166	1	2	5.19	59.651	0	0				
1518	166	1	3	0.163	1.31	12.64	0				
1518	166	1	4	0.054	1.601	12.64	0				
1518	166	1	5	1.247	4.727	12.64	0				
1527	167	2	1	5.19	59.651	0	0				
1527	167	2	2	4.054	2.456	0	1				
1527	167	2	3	0.163	1.31	12.64	0				
1527	167	2	4	0.054	1.601	12.64	0				
1527	167	2	5	1.247	4.727	12.64	0				
1529	168	5	1	1.247	4.727	12.64	0				
1529	168	5	2	5.19	59.651	0	0				
1529	168	5	3	0.163	1.31	12.64	0				
1529	168	5	4	0.054	1.601	12.64	0				
1529	168	5	5	4.054	2.456	0	1				
2002	169	3	1	0.28	5.127	12.96	0				
2002	169	3	2	1.481	1.372	0	0				
2002	169	3	3	0.177	0.907	0	1				
2002	169	3	4	1.856	3.751	12.96	0				
2002	169	3	5	0.231	2.347	21	0				
2002	170	2	1	1.481	1.372	0	0				
2002	170	2	2	0.177	0.907	0	1				
2002	170	2	3	0.28	5.127	12.96	0				
2002	170	2	4	1.856	3.751	12.96	0				
2002	170	2	5	0.231	2.347	21	0				
2003	171	1	1	0.803	1.587	7.71	1				
2003	171	1	2	0.442	0.125	0	0				
2003	171	1	3	0.231	2.347	0	0				
2003	171	1	4	2.063	3.878	0	0				
2003	171	1	5	0.177	0.907	6.18	0				
2007	172	5	1	0.233	1.47	0	0				
2007	172	5	2	0.403	0.04	7.4	0				
2007	172	5	3	1.622	7.598	7.4	0				
2007	172	5	4	0.347	0.431	21	0				
2007	172	5	5	3.708	6.001	5.52	1				
2012	173	1	1	0.889	0.48	2.68	1				
2012	173	1	2	0.091	0.401	0	0				
2012	173	1	3	1.199	13.735	2.68	0				
2012	173	1	4	4.358	16.2	2.76	0				
2012	173	1	5	0.06	0.026	0	0				
2016	174	5	1	0.889	0.48	2.68	0				
2016	174	5	2	1.031	7.272	3.45	0				
2016	174	5	3	0.135	0.409	5.94	0				
2016	174	5	4	0.9	5.818	8.74	0				
2016	174	5	5	3.403	12.516	3.45	1				
2045	175	1	1	2.001	4.634	0	1				
2045	175	1	2	0.322	1.712	0	0				
2045	175	1	3	0.591	0.423	17.08	0				
2045	175	1	4	0.036	0.276	22.96	0				
2045	175	1	5	1.506	0.632	20	0				
2048	176	5	1	0.995	1.513	8.82	0				
2048	176	5	2	0.329	1.285	0	0				
2048	176	5	3	0.817	1.505	7.47	0				
2048	176	5	4	0	0.281	7.47	0				
2048	176	5	5	0.413	4.402	5.06	1				
2051	177	2	1	0.11	0	23.4	0				
2051	177	2	2	0.699	2.341	0	1				
2051	177	2	3	0	0.03	22.68	0				
2051	177	2	4	0.681	6.536	28	0				
2051	177	2	5	2.304	8.249	19	0				
2052	178	2	1	0.699	2.341	0	0				
2052	178	2	2	2.304	8.249	10.67	1				
2052	178	2	3	0	0.03	6.76	0				
2052	178	2	4	0.681	6.536	8.11	0				
2052	178	2	5	2.449	6.044	11.97	0				
2053	179	3	1	0.28	5.127	12.96	0				
2053	179	3	2	1.481	1.372	0	0				
2053	179	3	3	0.177	0.907	0	1				
2053	179	3	4	1.856	3.751	12.96	0				
2053	179	3	5	0.699	2.341	0	0				
2053	180	2	1	1.481	1.372	0	0				
2053	180	2	2	0.177	0.907	0	1				
2053	180	2	3	0.28	5.127	12.96	0				
2053	180	2	4	1.856	3.751	12.96	0				
2053	180	2	5	0.231	2.347	21	0				
2056	181	5	1	0.177	0.907	0	0				
2056	181	5	2	3.21	3.884	15.64	0				
2056	181	5	3	1.491	8.362	15.64	0				
2056	181	5	4	0.9	5.818	23.88	0				
2056	181	5	5	0.165	0.437	0	1				
2058	182	3	1	3.479	27.106	0	0				
2058	182	3	2	4.16	19.515	0	0				
2058	182	3	3	2.473	1.131	2.47	1				
2058	182	3	4	1.817	1.498	3.69	0				
2058	182	3	5	1.622	7.598	6.87	0				
2061	183	2	1	0.06	0.026	0	0				
2061	183	2	2	0.959	5.877	0	1				
2061	183	2	3	0.309	2.546	0	0				
2061	183	2	4	1.991	10.068	0	0				
2061	183	2	5	0.13	0.324	13	0				
2063	184	1	1	2.952	4.534	0	1				
2063	184	1	2	0.456	0	0	0				
2063	184	1	3	0.176	4.754	0	0				
2063	184	1	4	0.625	0.577	11.44	0				
2063	184	1	5	0.06	0.026	0	0				
2063	185	4	1	2.952	4.534	0	0				
2063	185	4	2	0.435	0.1	0	0				
2063	185	4	3	0.176	4.754	0	0				
2063	185	4	4	0.456	0	0	1				
2063	185	4	5	0.625	0.577	11.44	0				
2065	186	2	1	0.547	0	0	0				
2065	186	2	2	0.26	0.128	0	1				
2065	186	2	3	0.275	4.672	0	0				
2065	186	2	4	2.578	3.929	0	0				
2065	186	2	5	0.176	4.754	0	0				
2067	187	1	1	1.192	2.578	0	1				
2067	187	1	2	2.201	30.672	0	0				
2067	187	1	3	0.903	0.735	2.67	0				
2067	187	1	4	1.324	2.309	6.3	0				
2067	187	1	5	0.26	0.128	0	0				
2069	188	1	1	2.109	1.759	17.2	1				
2069	188	1	2	3.289	9.748	0	0				
2069	188	1	3	3.401	21.946	0	0				
2069	188	1	4	2.287	1.42	8.37	0				
2069	188	1	5	0.57	3.478	8.37	0				
2071	189	1	1	0.35	1.083	0	1				
2071	189	1	2	0.585	0.781	0	0				
2071	189	1	3	0.258	0.813	17.8	0				
2071	189	1	4	3.61	5.189	23.36	0				
2071	189	1	5	3.289	9.748	0	0				
2073	190	2	1	0.322	1.712	0	0				
2073	190	2	2	2.001	4.634	0	1				
2073	190	2	3	0.591	0.423	17.08	0				
2073	190	2	4	0.036	0.276	22.96	0				
2073	190	2	5	1.506	0.632	20	0				
2080	191	2	1	0.06	0.026	0	0				
2080	191	2	2	0.959	5.877	0	1				
2080	191	2	3	0.309	2.546	0	0				
2080	191	2	4	1.991	10.068	0	0				
2080	191	2	5	3.289	9.748	0	0				
2092	192	3	1	1.028	4.333	5.78	0				
2092	192	3	2	2.932	2.181	2.89	0				
2092	192	3	3	2.109	1.759	0	1				
2092	192	3	4	1.556	0.434	5.57	0				
2092	192	3	5	0.678	1.653	0	0				
2094	193	2	1	0.578	0.105	6.92	0				
2094	193	2	2	2.932	2.181	0	1				
2094	193	2	3	2.109	1.759	8.76	0				
2094	193	2	4	1.556	0.434	13.32	0				
2094	193	2	5	1.028	4.333	19.76	0				
2096	194	3	1	1.184	0.228	3.08	0				
2096	194	3	2	0.526	3.918	0	0				
2096	194	3	3	3.153	6.816	4.05	1				
2096	194	3	4	1.73	15.564	4.05	0				
2096	194	3	5	0.096	1.841	4.69	0				
2105	195	5	1	0.526	3.918	0	0				
2105	195	5	2	0.417	0	0	0				
2105	195	5	3	3.4	17.619	0	0				
2105	195	5	4	2.701	4.208	7.48	0				
2105	195	5	5	4.409	19.541	0	1				
2106	196	2	1	1.023	0.194	1.36	0				
2106	196	2	2	1.556	0.434	0	1				
2106	196	2	3	1.101	0.46	1.84	0				
2106	196	2	4	0.148	3.677	3.17	0				
2106	196	2	5	3.4	17.619	0	0				
2142	197	4	1	3.4	17.619	6	0				
2142	197	4	2	1.395	0.527	0	0				
2142	197	4	3	0	34.996	0	0				
2142	197	4	4	4.409	19.541	6	1				
2142	197	4	5	2.701	4.208	14	0				
2145	198	2	1	1.19	1.597	0	0				
2145	198	2	2	2.705	89.841	4.89	1				
2145	198	2	3	1.463	2.508	1.23	0				
2145	198	2	4	1.188	3.2	3.34	0				
2145	198	2	5	3.4	17.619	2.95	0				
2147	199	1	1	1.792	2.677	0	1				
2147	199	1	2	0.456	0	0	0				
2147	199	1	3	0.702	0.792	12	0				
2147	199	1	4	0.36	0.1	0	0				
2147	199	1	5	0.842	0.956	0	0				
2159	200	3	1	2.469	17.977	7.43	0				
2159	200	3	2	1.031	0.402	1.83	0				
2159	200	3	3	7.024	12.895	6.09	1				
2159	200	3	4	0.772	1.424	5.19	0				
2159	200	3	5	0.36	0.1	0	0				
2168	201	2	1	0.106	0.327	0	0				
2168	201	2	2	7.024	12.895	0	1				
2168	201	2	3	1.309	2.066	8.36	0				
2168	201	2	4	0.772	1.424	6.68	0				
2168	201	2	5	1.447	2	0	0				
2185	202	2	1	4.054	2.456	0	0				
2185	202	2	2	1.223	42.422	17	1				
2185	202	2	3	5.19	59.651	0	0				
2185	202	2	4	0.163	1.31	12.64	0				
2185	202	2	5	0.646	0.194	0	0				
2191	203	1	1	1.265	0.315	0	1				
2191	203	1	2	0.143	0.065	0	0				
2191	203	1	3	1.148	1.063	0	0				
2191	203	1	4	0.442	0.457	0	0				
2191	203	1	5	0.092	2.307	0	0				
2199	204	4	1	0.384	0.551	2.3	0				
2199	204	4	2	1.331	9.861	0	0				
2199	204	4	3	0.045	0.111	2.3	0				
2199	204	4	4	1.325	30.295	3.37	1				
2199	204	4	5	2.701	4.208	0	0				
2202	205	1	1	1.911	0.686	4.34	1				
2202	205	1	2	0.303	0.18	0	0				
2202	205	1	3	1.85	1.213	0	0				
2202	205	1	4	0.295	0.197	0	0				
2202	205	1	5	1.331	9.861	0	0				
2202	206	1	1	1.911	0.686	4.34	1				
2202	206	1	2	0.303	0.18	0	0				
2202	206	1	3	1.85	1.213	0	0				
2202	206	1	4	0.295	0.197	0	0				
2202	206	1	5	0.066	1.777	4.34	0				
2216	207	5	1	0.295	0.197	0	0				
2216	207	5	2	0.388	0.252	0	0				
2216	207	5	3	0.702	0.792	0	0				
2216	207	5	4	0.148	3.677	8.36	0				
2216	207	5	5	1.792	2.677	12	1				
2248	208	5	1	1.028	4.333	2.2	0				
2248	208	5	2	0.578	0.105	0	0				
2248	208	5	3	2.932	2.181	1.91	0				
2248	208	5	4	0.148	3.677	3.81	0				
2248	208	5	5	2.121	41.669	3.81	1				
2248	209	5	1	6.438	77.335	3.81	0				
2248	209	5	2	0.578	0.105	0	0				
2248	209	5	3	2.932	2.181	1.91	0				
2248	209	5	4	0.148	3.677	3.81	0				
2248	209	5	5	1.556	0.434	3.91	1				
2252	210	5	1	2.932	2.181	6.92	0				
2252	210	5	2	0.526	3.918	9.72	0				
2252	210	5	3	3.153	6.816	15.12	0				
2252	210	5	4	1.73	15.564	15.12	0				
2252	210	5	5	1.184	0.228	0	1				
2252	211	3	1	0.526	3.918	3.08	0				
2252	211	3	2	1.184	0.228	0	0				
2252	211	3	3	3.153	6.816	5.21	1				
2252	211	3	4	1.73	15.564	5.21	0				
2252	211	3	5	1.19	1.597	7.41	0				
2254	212	1	1	1.028	4.333	4.14	1				
2254	212	1	2	0.081	0.491	1.97	0				
2254	212	1	3	1.491	0.69	1.97	0				
2254	212	1	4	1.548	12.008	4.14	0				
2254	212	1	5	0.526	3.918	3.08	0				
2254	213	3	1	1.491	0.69	6.44	0				
2254	213	3	2	0.081	0.491	6.44	0				
2254	213	3	3	0.066	1.777	31	1				
2254	213	3	4	1.028	4.333	13.72	0				
2254	213	3	5	1.548	12.008	13.72	0				
2255	214	2	1	0.889	0.48	0	0				
2255	214	2	2	4.358	16.2	4.76	1				
2255	214	2	3	1.199	13.735	0	0				
2255	214	2	4	0.267	3.67	8.29	0				
2255	214	2	5	1.491	0.69	1.97	0				
2255	215	5	1	2.939	2.361	8.29	0				
2255	215	5	2	0.889	0.48	0	0				
2255	215	5	3	1.199	13.735	0	0				
2255	215	5	4	0.267	3.67	8.29	0				
2255	215	5	5	4.358	16.2	4.76	1				
2255	216	1	1	0.889	0.48	0	1				
2255	216	1	2	1.199	13.735	0	0				
2255	216	1	3	4.358	16.2	4.76	0				
2255	216	1	4	0.267	3.67	8.29	0				
2255	216	1	5	2.939	2.361	8.29	0				
2255	217	4	1	0.267	3.67	8.29	0				
2255	217	4	2	1.199	13.735	0	0				
2255	217	4	3	4.358	16.2	4.76	0				
2255	217	4	4	0.889	0.48	0	1				
2255	217	4	5	2.939	2.361	8.29	0				
2259	218	3	1	1.028	4.333	19.76	0				
2259	218	3	2	2.109	1.759	0	0				
2259	218	3	3	2.932	2.181	8.76	1				
2259	218	3	4	1.556	0.434	18.96	0				
2259	218	3	5	1.548	12.008	19.76	0				
2261	219	3	1	1.394	1.528	3.55	0				
2261	219	3	2	0.468	0.728	0	0				
2261	219	3	3	3.375	17.328	3.16	1				
2261	219	3	4	0.096	1.841	4.69	0				
2261	219	3	5	2.109	1.759	0	0				
2262	220	5	1	1.856	3.751	6.11	0				
2262	220	5	2	0.686	0.368	0	0				
2262	220	5	3	0.724	2.219	0	0				
2262	220	5	4	0.28	5.127	6.11	0				
2262	220	5	5	0.863	7.471	0	1				
2265	221	3	1	2.469	17.977	2.92	0				
2265	221	3	2	0.598	0.429	1.18	0				
2265	221	3	3	2.705	89.841	3.17	1				
2265	221	3	4	20.452	83.361	3.17	0				
2265	221	3	5	0.552	3.932	2.94	0				
2265	222	2	1	0.598	0.429	3.96	0				
2265	222	2	2	2.469	17.977	9.72	1				
2265	222	2	3	0.401	4.547	10.56	0				
2265	222	2	4	2.705	89.841	10.56	0				
2265	222	2	5	20.452	83.361	10.56	0				
2266	223	3	1	2.473	1.131	10.04	0				
2266	223	3	2	3.479	27.106	6.44	0				
2266	223	3	3	4.16	19.515	6.44	1				
2266	223	3	4	1.817	1.498	15.52	0				
2266	223	3	5	2.705	89.841	10.56	0				
2269	224	5	1	1.309	2.066	11.24	0				
2269	224	5	2	2.705	89.841	0	0				
2269	224	5	3	20.452	83.361	0	0				
2269	224	5	4	2.469	17.977	5.56	0				
2269	224	5	5	0.401	4.547	0	1				
2272	225	1	1	4.054	2.456	5.88	1				
2272	225	1	2	0.309	0.033	0	0				
2272	225	1	3	5.19	59.651	5.88	0				
2272	225	1	4	0.379	0.225	11.76	0				
2272	225	1	5	0.092	2.307	0	0				
2273	226	1	1	4.409	19.541	0	1				
2273	226	1	2	0.417	0	0	0				
2273	226	1	3	3.4	17.619	0	0				
2273	226	1	4	2.701	4.208	7.48	0				
2273	226	1	5	4.054	2.456	1.7	0				
2277	227	5	1	0.35	1.083	23.36	0				
2277	227	5	2	0.066	0	0	0				
2277	227	5	3	3.61	5.189	0	0				
2277	227	5	4	6.617	95.932	16.12	0				
2277	227	5	5	0.898	56.296	16.12	1				
2280	228	4	1	1.199	13.735	3.92	0				
2280	228	4	2	0.091	0.401	3.14	0				
2280	228	4	3	4.358	16.2	3.54	0				
2280	228	4	4	0.889	0.48	3.92	1				
2280	228	4	5	2.014	2.229	9.58	0				
2281	229	3	1	1.199	13.735	3.1	0				
2281	229	3	2	0.889	0.48	3.1	0				
2281	229	3	3	4.358	16.2	4.9	1				
2281	229	3	4	1.934	23.864	8.88	0				
2281	229	3	5	2.014	2.229	9.58	0				
2285	230	4	1	0.267	3.67	25.44	0				
2285	230	4	2	1.199	13.735	0	0				
2285	230	4	3	4.358	16.2	14.24	0				
2285	230	4	4	0.889	0.48	0	1				
2285	230	4	5	1.934	23.864	20	0				
2285	231	3	1	4.358	16.2	14.24	0				
2285	231	3	2	1.199	13.735	0	0				
2285	231	3	3	0.889	0.48	0	1				
2285	231	3	4	0.267	3.67	25.44	0				
2285	231	3	5	2.939	2.361	25.44	0				
2287	232	1	1	1.617	1.259	0	1				
2287	232	1	2	0.217	0.216	0	0				
2287	232	1	3	1.816	3.919	6.09	0				
2287	232	1	4	0.233	1.47	0	0				
2287	232	1	5	0.889	0.48	0	0				
2290	233	5	1	0.163	1.31	22	0				
2290	233	5	2	0.217	0.216	0	0				
2290	233	5	3	1.816	3.919	18.84	0				
2290	233	5	4	0.233	1.47	0	0				
2290	233	5	5	1.617	1.259	0	1				
2318	234	1	1	1.617	1.259	0	1				
2318	234	1	2	0.217	0.216	0	0				
2318	234	1	3	1.816	3.919	6.09	0				
2318	234	1	4	0.233	1.47	0	0				
2318	234	1	5	0.163	1.31	7.59	0				
2323	235	4	1	0.233	1.47	0	0				
2323	235	4	2	0.217	0.216	0	0				
2323	235	4	3	1.617	1.259	0	0				
2323	235	4	4	0.078	0.112	6.09	1				
2323	235	4	5	0.933	1.77	2.83	0				
2326	236	2	1	0.081	0.491	0	0				
2326	236	2	2	1.028	4.333	2.65	1				
2326	236	2	3	1.491	0.69	0	0				
2326	236	2	4	1.548	12.008	2.65	0				
2326	236	2	5	1.556	0.434	5.11	0				
2347	237	4	1	0.233	1.47	6.09	0				
2347	237	4	2	0.078	0.112	0	0				
2347	237	4	3	1.816	3.919	0	0				
2347	237	4	4	1.223	42.422	11.06	1				
2347	237	4	5	1.491	0.69	0	0				
2347	238	5	1	0.646	0.194	7.37	0				
2347	238	5	2	0.078	0.112	0	0				
2347	238	5	3	1.816	3.919	0	0				
2347	238	5	4	0.233	1.47	6.09	0				
2347	238	5	5	1.617	1.259	6.09	1				
2352	239	2	1	0.889	0.48	0	0				
2352	239	2	2	4.358	16.2	4.76	1				
2352	239	2	3	1.199	13.735	0	0				
2352	239	2	4	0.267	3.67	8.29	0				
2352	239	2	5	1.816	3.919	0	0				
2352	240	1	1	4.358	16.2	4.76	1				
2352	240	1	2	0.889	0.48	0	0				
2352	240	1	3	1.199	13.735	0	0				
2352	240	1	4	0.267	3.67	8.29	0				
2352	240	1	5	2.939	2.361	8.29	0				
2353	241	3	1	0.889	0.48	15.16	0				
2353	241	3	2	0.091	0.401	5.12	0				
2353	241	3	3	4.358	16.2	5.12	1				
